frame_no,old_axis,old_origin,new_axis,new_origin,axis_difference (deg)
1150,"[0.017773171451382908, -0.013551045922223892, 0.0022538253374992934]","[11.930644174170828, 16.519629995270837, 4.814537537391666]",[1.1339063  0.17370911 1.        ],"[11.930644174170828, 16.519629995270837, 4.814537537391666]",54.083552155380445
1160,"[0.01701492404583682, -0.012018165049994423, -0.01343217192360946]","[11.912871002719445, 16.53318104119306, 4.812283712054167]",[1.15678586 0.17549669 1.        ],"[11.912871002719445, 16.53318104119306, 4.812283712054167]",83.76804719689646
1170,"[0.028048863180556438, -0.017716353677776908, -0.013723478936113587]","[11.895856078673608, 16.545199206243055, 4.825715883977776]",[1.14203801 0.18187395 1.        ],"[11.895856078673608, 16.545199206243055, 4.825715883977776]",74.04550462054661
1180,"[0.02153884673749218, -0.01229627061666605, -0.012738549768054774]","[11.867807215493052, 16.56291555992083, 4.83943936291389]",[1.11111063 0.18481757 1.        ],"[11.867807215493052, 16.56291555992083, 4.83943936291389]",77.73567975145966
1190,"[0.016637210372229205, -0.013392684156940504, 0.005559843795833963]","[11.84626836875556, 16.575211830537498, 4.852177912681944]",[1.09798272 0.1873476  1.        ],"[11.84626836875556, 16.575211830537498, 4.852177912681944]",49.81160279667723
1200,"[-0.0021813059819475455, -0.0016614855208416657, -0.014756805926391614]","[11.82963115838333, 16.58860451469444, 4.8466180688861105]",[-1.1179099 -0.1806989 -1.       ],"[11.82963115838333, 16.58860451469444, 4.8466180688861105]",39.50566777088434
1210,"[0.004496778593058082, 0.006333516081944879, -0.023955653463887394]","[11.831812464365278, 16.59026600021528, 4.861374874812502]",[-1.15088061 -0.16805022 -1.        ],"[11.831812464365278, 16.59026600021528, 4.861374874812502]",62.70131686349914
1220,"[0.018668601724998624, 0.008336299861117169, -0.01952902023055536]","[11.82731568577222, 16.583932484133335, 4.8853305282763895]",[1.14448074 0.15872822 1.        ],"[11.82731568577222, 16.583932484133335, 4.8853305282763895]",85.80553276289818
1230,"[0.008021908151389923, -0.016825707833330483, -0.011890047486111222]","[11.808647084047221, 16.575596184272218, 4.904859548506945]",[-1.12206794 -0.16094834 -1.        ],"[11.808647084047221, 16.575596184272218, 4.904859548506945]",80.35920801545852
1240,"[0.012378565440275935, -0.027154556168060395, -0.0206296237027761]","[11.800625175895831, 16.59242189210555, 4.916749595993056]",[-1.12476468 -0.15804755 -1.        ],"[11.800625175895831, 16.59242189210555, 4.916749595993056]",78.44375609896879
1250,"[-0.002726101459725072, -0.0151077299638942, -0.042397615506946096]","[11.788246610455555, 16.61957644827361, 4.937379219695832]",[-1.14246643 -0.16023674 -1.        ],"[11.788246610455555, 16.61957644827361, 4.937379219695832]",45.87146697621228
1260,"[0.015711263751390092, 0.005336652425004473, -0.024218805726388126]","[11.79097271191528, 16.634684178237503, 4.979776835202778]",[-1.15328151 -0.16078715 -1.        ],"[11.79097271191528, 16.634684178237503, 4.979776835202778]",83.32058082786703
1270,"[0.006010400006951855, -0.001436904659723126, -0.0018914410208310528]","[11.77526144816389, 16.6293475258125, 5.003995640929166]",[1.13303476 0.16553649 1.        ],"[11.77526144816389, 16.6293475258125, 5.003995640929166]",61.54911192077629
1280,"[0.01769435590694357, -0.0012619296375007139, -0.001255188730559631]","[11.769251048156939, 16.63078443047222, 5.005887081949997]",[1.09502896 0.17190659 1.        ],"[11.769251048156939, 16.63078443047222, 5.005887081949997]",47.59428475821674
1290,"[0.0028900727097127543, 0.0011793526166670176, -0.011208527945831825]","[11.751556692249995, 16.632046360109722, 5.007142270680557]",[-1.09069947 -0.17166054 -1.        ],"[11.751556692249995, 16.632046360109722, 5.007142270680557]",63.05496874097957
1300,"[0.0005903409513923208, 0.0023468099986097, -0.013364780902779039]","[11.748666619540282, 16.630867007493055, 5.018350798626389]",[-1.10168833 -0.16592322 -1.        ],"[11.748666619540282, 16.630867007493055, 5.018350798626389]",52.68879239309665
1310,"[-0.0001701028083278544, -0.011586077151388707, -0.0007252438111082782]","[11.74807627858889, 16.628520197494446, 5.031715579529168]",[-1.11389985 -0.16238379 -1.        ],"[11.74807627858889, 16.628520197494446, 5.031715579529168]",80.79603012661639
1320,"[-0.007108914161106483, 0.0011725009777698858, -0.013722929233330738]","[11.748246381397218, 16.640106274645834, 5.032440823340276]",[-1.08421272 -0.15998621 -1.        ],"[11.748246381397218, 16.640106274645834, 5.032440823340276]",22.511488687471914
1330,"[0.00023575269583275826, 0.0029248644875110585, 0.0038185062069464593]","[11.741137467236111, 16.641278775623604, 5.0187178941069455]",[1.09905865 0.15938936 1.        ],"[11.741137467236111, 16.641278775623604, 5.0187178941069455]",50.849236262647096
1340,"[-0.0035524652374974153, -0.02436587506111465, 0.01690400907360612]","[11.741373219931944, 16.644203640111115, 5.022536400313892]",[1.09732608 0.15405869 1.        ],"[11.741373219931944, 16.644203640111115, 5.022536400313892]",78.02194914971787
1350,"[0.011474167194441165, -0.024088725501382413, 0.03968369713055875]","[11.737820754694447, 16.61983776505, 5.039440409387498]",[1.11295287 0.14614497 1.        ],"[11.737820754694447, 16.61983776505, 5.039440409387498]",47.10317897111491
1360,"[0.003493253000002028, -0.01577869961111844, 0.012076270350000584]","[11.749294921888888, 16.59574903954862, 5.079124106518057]",[1.0954185  0.13369066 1.        ],"[11.749294921888888, 16.59574903954862, 5.079124106518057]",62.67094681314797
1370,"[0.00972188230138471, -0.0019792883222216062, 0.0019421208888870112]","[11.75278817488889, 16.5799703399375, 5.091200376868057]",[1.09993439 0.1249151  1.        ],"[11.75278817488889, 16.5799703399375, 5.091200376868057]",34.772396846330146
1380,"[0.008131568465280736, 0.00726834553750777, -0.004551042829165297]","[11.762510057190275, 16.577991051615278, 5.093142497756944]",[1.08442639 0.12183771 1.        ],"[11.762510057190275, 16.577991051615278, 5.093142497756944]",72.86851891409994
1390,"[-0.0019153516638930057, 0.008741863470834943, -0.015608154868052893]","[11.770641625655555, 16.585259397152786, 5.088591454927779]",[-1.073728   -0.12144893 -1.        ],"[11.770641625655555, 16.585259397152786, 5.088591454927779]",51.1865158742765
1400,"[0.013530735884728529, 0.025567050954165893, -0.0034119520652797775]","[11.772556977319448, 16.57651753368195, 5.104199609795832]",[1.09084248 0.11359366 1.        ],"[11.772556977319448, 16.57651753368195, 5.104199609795832]",70.75071583406172
1410,"[0.0012232308458326457, -0.022082505319453105, 0.006140702725000224]","[11.75902624143472, 16.550950482727785, 5.107611561861112]",[1.10949295 0.10836245 1.        ],"[11.75902624143472, 16.550950482727785, 5.107611561861112]",81.45923469057304
1420,"[0.0021878110986062183, 0.007347118537495589, -0.00013725758888849526]","[11.760249472280552, 16.528867977408332, 5.113752264586112]",[1.11757141 0.11080019 1.        ],"[11.760249472280552, 16.528867977408332, 5.113752264586112]",74.28985893382708
1430,"[0.013566801383333882, 0.027597879972226735, -0.02496877174583645]","[11.758061661181946, 16.521520858870836, 5.1138895221750005]",[-1.08318712 -0.12093551 -1.        ],"[11.758061661181946, 16.521520858870836, 5.1138895221750005]",83.20180643801712
1440,"[0.008381141362503897, 0.015439838422228291, -0.0033646854124942394]","[11.744494859798612, 16.49392297889861, 5.138858293920837]",[1.08108944 0.11526301 1.        ],"[11.744494859798612, 16.49392297889861, 5.138858293920837]",73.56486780776098
1450,"[-0.011734616559724742, 0.008091888487491872, 0.002047539129164555]","[11.736113718436108, 16.47848314047638, 5.142222979333331]",[-1.04861567 -0.11551537 -1.        ],"[11.736113718436108, 16.47848314047638, 5.142222979333331]",63.55247372587055
1460,"[-0.0005897799638887591, -0.00037904394166687894, 0.01089762477499967]","[11.747848334995833, 16.47039125198889, 5.140175440204167]",[1.08779878 0.11137976 1.        ],"[11.747848334995833, 16.47039125198889, 5.140175440204167]",50.86065446486045
1470,"[0.012318360915278603, 0.0251739401347173, -0.014933193501390107]","[11.748438114959722, 16.470770295930556, 5.129277815429167]",[1.10241625 0.11438515 1.        ],"[11.748438114959722, 16.470770295930556, 5.129277815429167]",88.15495490544058
1480,"[0.007584577118050717, 0.031166551168066547, -0.02859743083055477]","[11.736119754044443, 16.44559635579584, 5.144211008930557]",[-1.09269661 -0.11180725 -1.        ],"[11.736119754044443, 16.44559635579584, 5.144211008930557]",74.71746752823816
1490,"[-0.0026657262777760593, 0.01623648410277312, -0.020841337299999374]","[11.728535176926393, 16.414429804627773, 5.172808439761112]",[-1.07727695 -0.1017011  -1.        ],"[11.728535176926393, 16.414429804627773, 5.172808439761112]",55.67411235489057
1500,"[0.004617852419448454, 0.0010957823013875156, -0.006583077954166683]","[11.731200903204169, 16.398193320525, 5.193649777061111]",[-1.06791659 -0.09865615 -1.        ],"[11.731200903204169, 16.398193320525, 5.193649777061111]",82.5475932367508
1510,"[-0.012025570188891166, 0.03146154642777077, 0.0069585088361101555]","[11.72658305078472, 16.397097538223612, 5.200232855015278]",[-1.05255966 -0.1063203  -1.        ],"[11.72658305078472, 16.397097538223612, 5.200232855015278]",87.30499576942078
1520,"[0.013967480808332766, 0.025960118200007543, 0.005054730766667959]","[11.738608620973611, 16.36563599179584, 5.193274346179168]",[1.00493564 0.1167928  1.        ],"[11.738608620973611, 16.36563599179584, 5.193274346179168]",58.66932000823747
1530,"[0.010340450916668686, 0.01807518352499926, -0.008036955868053752]","[11.724641140165279, 16.339675873595834, 5.1882196154125]",[1.02102695 0.12064802 1.        ],"[11.724641140165279, 16.339675873595834, 5.1882196154125]",81.55480093836364
1540,"[0.025428310608333504, 0.01193248757916976, -0.019003762919447276]","[11.71430068924861, 16.321600690070834, 5.1962565712805535]",[1.02123482 0.11975634 1.        ],"[11.71430068924861, 16.321600690070834, 5.1962565712805535]",80.06363608088684
1550,"[-0.011091764956946193, 0.01930261713055259, -0.009032044431946495]","[11.688872378640276, 16.309668202491665, 5.215260334200001]",[-1.08862172 -0.10764721 -1.        ],"[11.688872378640276, 16.309668202491665, 5.215260334200001]",57.69661919631222
1560,"[-0.008888958397221813, 0.021907583669442232, 0.004621952872224]","[11.699964143597223, 16.290365585361112, 5.224292378631947]",[-1.09898502 -0.11121732 -1.        ],"[11.699964143597223, 16.290365585361112, 5.224292378631947]",85.66945242092905
1570,"[-0.019556112238886314, 0.011508582993059235, -0.00822334526388957]","[11.708853101994444, 16.26845800169167, 5.219670425759723]",[-1.08674545 -0.11661284 -1.        ],"[11.708853101994444, 16.26845800169167, 5.219670425759723]",38.10706087869744
1580,"[0.023240281505550797, -0.007782515269454393, -0.02584377047777764]","[11.72840921423333, 16.25694941869861, 5.227893771023613]",[-1.05225756 -0.1209182  -1.        ],"[11.72840921423333, 16.25694941869861, 5.227893771023613]",87.42594789607838
1590,"[0.019038535548610014, -0.012399490479158004, -0.0032427116652762322]","[11.70516893272778, 16.264731933968065, 5.2537375415013905]",[1.05811747 0.11527421 1.        ],"[11.70516893272778, 16.264731933968065, 5.2537375415013905]",62.50762533336973
1600,"[0.0113029340402786, -0.009997812924996907, 0.0026996178500029444]","[11.68613039717917, 16.277131424447223, 5.256980253166667]",[1.06478557 0.11426401 1.        ],"[11.68613039717917, 16.277131424447223, 5.256980253166667]",52.760229288418905
1610,"[0.006290983681944695, -0.0017613555902791234, -0.006211679650003354]","[11.674827463138891, 16.28712923737222, 5.254280635316664]",[1.10451873 0.11124418 1.        ],"[11.674827463138891, 16.28712923737222, 5.254280635316664]",87.69845645272619
1620,"[0.023521878156948617, 0.004595741212504834, -0.028270186527775465]","[11.668536479456947, 16.2888905929625, 5.260492314966667]",[-1.09839517 -0.10960843 -1.        ],"[11.668536479456947, 16.2888905929625, 5.260492314966667]",87.99626445857268
1630,"[0.02630774255833046, 0.024061127970824714, 0.008025149662497455]","[11.645014601299998, 16.284294851749994, 5.288762501494443]",[1.08254403 0.11063115 1.        ],"[11.645014601299998, 16.284294851749994, 5.288762501494443]",43.51408401659283
1640,"[0.010107569329163013, 0.01691036492639242, 0.0028998003888878188]","[11.618706858741668, 16.26023372377917, 5.280737351831945]",[1.06628729 0.11539259 1.        ],"[11.618706858741668, 16.26023372377917, 5.280737351831945]",57.64087816649963
1650,"[0.017095158472221428, 0.002486301122225143, 0.022102700581944745]","[11.608599289412505, 16.243323358852777, 5.277837551443057]",[1.07578978 0.12555458 1.        ],"[11.608599289412505, 16.243323358852777, 5.277837551443057]",9.33772346651875
1660,"[0.020067884825003546, -0.016126344973617535, -0.006674349037496974]","[11.591504130940283, 16.240837057730552, 5.255734850861113]",[1.09072891 0.12185153 1.        ],"[11.591504130940283, 16.240837057730552, 5.255734850861113]",70.39562823991345
1670,"[0.0101122608805575, -0.008100263023607113, -0.016695232061112897]","[11.57143624611528, 16.25696340270417, 5.26240919989861]",[-1.0687284 -0.1236306 -1.       ],"[11.57143624611528, 16.25696340270417, 5.26240919989861]",77.17657659250234
1680,"[0.01271178322639166, 0.008771465336110396, -0.007396551106944038]","[11.561323985234722, 16.265063665727777, 5.2791044319597225]",[1.03956692 0.11442968 1.        ],"[11.561323985234722, 16.265063665727777, 5.2791044319597225]",74.01921051312564
1690,"[-0.005746107951393853, -0.006357241888892418, -0.002332960179167287]","[11.54861220200833, 16.256292200391666, 5.2865009830666665]",[-1.05666666 -0.105723   -1.        ],"[11.54861220200833, 16.256292200391666, 5.2865009830666665]",45.520307208309845
1700,"[0.018194233449998265, -0.010309467156943697, 0.004158884565279131]","[11.554358309959724, 16.26264944228056, 5.288833943245834]",[1.06684545 0.09589105 1.        ],"[11.554358309959724, 16.26264944228056, 5.288833943245834]",43.721059241191725
1710,"[0.007429247388895277, -0.010913344301382466, -0.017875859548609263]","[11.536164076509726, 16.272958909437502, 5.284675058680555]",[-1.08522014 -0.09597462 -1.        ],"[11.536164076509726, 16.272958909437502, 5.284675058680555]",70.70158254533946
1720,"[0.009110351468052613, -0.013987235279174115, -0.004452371575002445]","[11.52873482912083, 16.283872253738885, 5.302550918229164]",[1.07735372 0.09698562 1.        ],"[11.52873482912083, 16.283872253738885, 5.302550918229164]",80.9432478297867
1730,"[-0.00650660914166501, -0.015683496937498376, 0.001574443851387386]","[11.519624477652778, 16.29785948901806, 5.307003289804166]",[-1.06547029 -0.11777718 -1.        ],"[11.519624477652778, 16.29785948901806, 5.307003289804166]",73.24805767725925
1740,"[0.01704027038194411, -0.009410652159722588, 0.013405343175000972]","[11.526131086794443, 16.313542985955557, 5.305428845952779]",[1.08439664 0.12611858 1.        ],"[11.526131086794443, 16.313542985955557, 5.305428845952779]",28.686494975575087
1750,"[0.02429270338749845, 0.004930509240281822, 0.0005144235958356447]","[11.509090816412499, 16.32295363811528, 5.292023502777778]",[1.06520904 0.12594868 1.        ],"[11.509090816412499, 16.32295363811528, 5.292023502777778]",42.01777875813957
1760,"[0.012778122881940135, 0.016701126338883654, -0.0066383958791691455]","[11.484798113025, 16.318023128874998, 5.291509079181942]",[1.0917435 0.109049  1.       ],"[11.484798113025, 16.318023128874998, 5.291509079181942]",73.79965179717433
1770,"[-0.010635427922219165, -0.004229448898609434, -0.00941631061805559]","[11.47201999014306, 16.301322002536114, 5.2981474750611115]",[-1.06640242 -0.10991742 -1.        ],"[11.47201999014306, 16.301322002536114, 5.2981474750611115]",12.385715068113022
1780,"[9.257278611585207e-05, -0.016853312768056128, 0.010170267348609485]","[11.48265541806528, 16.305551451434724, 5.307563785679167]",[1.08474274 0.11164071 1.        ],"[11.48265541806528, 16.305551451434724, 5.307563785679167]",73.25905890839634
