frame_no,translation,net_relative_translation
35540,-8.132162339149074e-13,-3.4370644885079265e-10
35550,5.099327381034865e-13,-3.431965161126892e-10
35560,8.394900826661114e-14,-3.4311256710442256e-10
35570,1.2904935473635606e-12,-3.41822073557059e-10
35580,-6.520824363012229e-13,-3.424741559933602e-10
35590,1.734039730083194e-12,-3.4074011626327706e-10
35600,7.275606778362783e-13,-3.4001255558544075e-10
35610,1.7299425911359431e-12,-3.3828261299430483e-10
35620,4.855302927685068e-15,-3.3827775769137716e-10
35630,-1.0575808235022612e-12,-3.393353385148794e-10
35640,2.692170335579492e-13,-3.390661214813215e-10
35650,-2.070390295640081e-12,-3.411365117769616e-10
35660,6.112098169436169e-13,-3.4052530196001797e-10
35670,1.3670196776939612e-12,-3.39158282282324e-10
35680,3.506518442631341e-13,-3.3880763043806087e-10
35690,1.587577848062991e-12,-3.372200525899979e-10
35700,6.950666239237348e-13,-3.365249859660742e-10
35710,-1.6035852174927694e-12,-3.3812857118356697e-10
35720,-1.7551289765870912e-12,-3.3988370016015407e-10
35730,-1.0507123106914209e-12,-3.409344124708455e-10
35740,-5.142335374327442e-13,-3.414486460082782e-10
35750,-1.4380649306920409e-12,-3.4288671093897026e-10
35760,-1.0819895111446682e-12,-3.4396870045011493e-10
35770,-1.5632571832122644e-12,-3.4553195763332717e-10
35780,-1.2861365283335003e-12,-3.4681809416166066e-10
35790,-7.844086918759926e-13,-3.4760250285353663e-10
35800,-1.005898881675524e-12,-3.4860840173521214e-10
35810,-1.3603965598781985e-12,-3.4996879829509035e-10
35820,-7.626302523129764e-13,-3.507314285474033e-10
35830,-1.9319570987056672e-12,-3.52663385646109e-10
35840,-2.125521526660829e-12,-3.5478890717276985e-10
35850,-1.978157137477837e-12,-3.567670643102477e-10
35860,8.946281429296241e-13,-3.558724361673181e-10
35870,8.025145414136895e-13,-3.550699216259044e-10
35880,-9.2827721640028e-13,-3.559981988423047e-10
35890,-1.7101534133147928e-12,-3.5770835225561947e-10
35900,-1.290816791958468e-12,-3.589991690475779e-10
35910,-9.372151827017274e-13,-3.599363842302796e-10
35920,2.5672811643881228e-15,-3.5993381694911525e-10
35930,-1.3346249024458047e-13,-3.6006727943935984e-10
35940,3.790055560138952e-13,-3.596882738833459e-10
35950,9.293874538776398e-13,-3.587588864294683e-10
35960,1.4665037840602098e-12,-3.572923826454081e-10
35970,1.4528655580162373e-12,-3.5583951708739187e-10
35980,7.062194725973313e-13,-3.551332976147945e-10
35990,-1.5925859368083867e-13,-3.5529255620847534e-10
36000,-1.0627597666346844e-13,-3.553988321851388e-10
36010,-3.453347433300752e-13,-3.557441669284689e-10
36020,-6.859019798101977e-16,-3.5574485283044874e-10
36030,-1.0146562476021259e-12,-3.5675950907805086e-10
36040,4.4914524285771803e-13,-3.5631036383519317e-10
36050,-1.543534682686681e-14,-3.5632579918202e-10
36060,1.3027834460953745e-12,-3.550230157359246e-10
36070,2.0461474561579825e-14,-3.5500255426136305e-10
36080,9.49738186233262e-13,-3.5405281607512977e-10
36090,1.264777508309106e-12,-3.5278803856682065e-10
36100,8.59220623036429e-13,-3.519288179437842e-10
36110,1.2055958423997889e-12,-3.5072322210138444e-10
36120,1.152933072870683e-12,-3.4957028902851376e-10
36130,1.0709961509958616e-12,-3.484992928775179e-10
36140,1.4806834150066125e-13,-3.483512245360172e-10
36150,4.2781682782674214e-13,-3.4792340770819046e-10
36160,1.3575955698671782e-12,-3.4656581213832327e-10
36170,1.5647552550817137e-13,-3.464093366128151e-10
36180,-1.1502018353033398e-12,-3.475595384481184e-10
36190,-8.245024021875835e-14,-3.4764198868833714e-10
36200,3.113149083981364e-13,-3.47330673779939e-10
36210,9.830971207235238e-13,-3.463475766592155e-10
36220,3.189422789926936e-13,-3.460286343802228e-10
36230,9.787272310703488e-13,-3.4504990714915244e-10
36240,1.0238568221842031e-12,-3.4402605032696824e-10
36250,4.915517225658147e-13,-3.435344986044024e-10
36260,3.0842463540738104e-13,-3.4322607396899506e-10
36270,1.3088980783621924e-12,-3.419171758906329e-10
36280,1.6196173307310421e-12,-3.4029755855990186e-10
36290,5.443551941402693e-13,-3.397532033657616e-10
36300,-9.484156024643502e-13,-3.4070161896822593e-10
36310,7.215201408413036e-13,-3.399800988273846e-10
36320,1.2398889893464211e-12,-3.387402098380382e-10
36330,9.085007058222902e-13,-3.378317091322159e-10
36340,1.542061154861839e-13,-3.376775030167297e-10
36350,-9.647572573204234e-14,-3.3777397874246173e-10
36360,6.823003034251384e-13,-3.370916784390366e-10
36370,7.261856601599908e-13,-3.363654927788766e-10
36380,-1.1077093732623827e-12,-3.37473202152139e-10
36390,1.4679937920691714e-13,-3.373264027729321e-10
36400,-8.812567572877064e-13,-3.382076595302198e-10
36410,-7.783881236013829e-13,-3.389860476538212e-10
36420,-2.588607285308405e-13,-3.3924490838235206e-10
36430,9.813629488796827e-13,-3.3826354543347237e-10
36440,3.5373027363880453e-15,-3.38260008130736e-10
36450,-1.3935438106995155e-12,-3.396535519414355e-10
36460,-1.27197719556604e-12,-3.4092552913700156e-10
36470,-1.6005035094411624e-13,-3.410855794879457e-10
36480,-3.041390386749644e-13,-3.4138971852662066e-10
36490,-8.405626724124466e-13,-3.422302811990331e-10
36500,-3.867448683223548e-13,-3.426170260673555e-10
36510,8.346059479592132e-13,-3.417824201193963e-10
36520,-3.564077387990573e-13,-3.4213882785819533e-10
36530,-1.4079820352156919e-12,-3.4354680989341103e-10
36540,-1.5033271170936403e-12,-3.4505013701050466e-10
36550,-1.4144790514046406e-12,-3.464646160619093e-10
36560,-7.417455072186759e-13,-3.4720636156912797e-10
36570,1.8517496855678348e-13,-3.470211866005712e-10
36580,-1.2849066447144551e-12,-3.483060932452856e-10
36590,-1.4213253357933294e-12,-3.4972741858107896e-10
36600,-1.6322251834587492e-12,-3.513596437645377e-10
36610,-1.9468286399500546e-13,-3.515543266285327e-10
36620,1.3923466450628595e-12,-3.501619799834698e-10
36630,-6.716575127650052e-13,-3.508336374962348e-10
36640,-1.465585024138496e-12,-3.522992225203733e-10
36650,-1.1557246259992175e-12,-3.5345494714637255e-10
36660,-1.1556837877152606e-12,-3.546106309340878e-10
36670,-1.3716308770456954e-12,-3.559822618111335e-10
36680,-1.7040044514001209e-12,-3.576862662625336e-10
36690,-9.75973751989466e-13,-3.586622400145231e-10
36700,1.2621981552378078e-12,-3.574000418592853e-10
36710,1.4862338393687e-13,-3.5725141847534845e-10
36720,-1.342581933291798e-12,-3.5859400040864023e-10
36730,-8.691912399259209e-13,-3.5946319164856616e-10
36740,-1.0155245007113106e-12,-3.604787161492775e-10
36750,-9.374880869444666e-13,-3.61416204236222e-10
36760,-1.2820567472269225e-12,-3.626982609834489e-10
36770,-1.2288553944733404e-12,-3.6392711637792225e-10
36780,1.2156164598255944e-12,-3.6271149991809665e-10
36790,-4.1653901882370253e-13,-3.6312803893692037e-10
36800,-1.0748222280641138e-12,-3.642028611649845e-10
36810,-2.4173572485684243e-12,-3.666202184135529e-10
36820,-2.5139714969394702e-12,-3.691341899104924e-10
36830,-1.7241070281041254e-12,-3.708582969385965e-10
36840,-2.1564833949018424e-12,-3.7301478033349837e-10
36850,-2.4059622456334206e-12,-3.754207425791318e-10
36860,-2.1561276491744975e-12,-3.775768702283063e-10
36870,-2.0490613008821818e-12,-3.796259315291885e-10
36880,-1.9163219417530355e-12,-3.8154225347094157e-10
36890,-2.3133294069797967e-12,-3.8385558287792137e-10
36900,-1.4855337225204863e-12,-3.8534111660044186e-10
36910,-2.430628152304267e-12,-3.877717447527461e-10
36920,-1.3481643418847704e-12,-3.8911990909463087e-10
36930,-9.631883297767922e-13,-3.9008309742440764e-10
36940,-1.8119022494717406e-12,-3.9189499967387936e-10
36950,-2.454775436128908e-12,-3.9434977511000827e-10
36960,-1.4546485238878496e-12,-3.958044236338961e-10
36970,1.074709729252229e-12,-3.947297139046439e-10
36980,1.4627757881534484e-12,-3.9326693811649046e-10
36990,9.595219932435371e-13,-3.9230741612324693e-10
37000,4.789610619675383e-13,-3.9182845506127937e-10
37010,1.3006895612435312e-12,-3.9052776550003587e-10
37020,2.8018768009837287e-15,-3.905249636232349e-10
37030,4.81348134378174e-13,-3.900436154888567e-10
37040,-1.3025761932674182e-12,-3.9134619168212413e-10
37050,-2.2911870422302354e-13,-3.9157531038634716e-10
37060,-1.5900092174546319e-12,-3.9316531960380177e-10
37070,-8.261411887802684e-14,-3.932479337226798e-10
37080,-3.5327521295798225e-13,-3.936012089356378e-10
37090,1.038134154239708e-12,-3.9256307478139807e-10
37100,5.497544907505348e-13,-3.920133202906475e-10
37110,1.4303178954549549e-12,-3.9058300239519254e-10
37120,1.9313623922048795e-12,-3.886516400029877e-10
37130,1.4712353360887693e-12,-3.871804046668989e-10
37140,-4.471536711224748e-13,-3.876275583380214e-10
37150,2.319525069388479e-12,-3.8530803326863293e-10
37160,1.6954189485367252e-12,-3.836126143200962e-10
37170,1.402820699076839e-12,-3.822097936210194e-10
37180,1.4653782356147023e-12,-3.807444153854047e-10
37190,4.3284685096864285e-13,-3.8031156853443605e-10
37200,1.0627476535770458e-12,-3.79248820880859e-10
37210,2.3705764354984e-12,-3.7687824444536065e-10
37220,2.2649286387664436e-12,-3.746133158065942e-10
37230,2.3823537798346635e-12,-3.7223096202675954e-10
37240,2.49677717388978e-12,-3.6973418485286975e-10
37250,5.73795108222025e-13,-3.691603897446477e-10
37260,1.4738833807014445e-12,-3.6768650636394627e-10
37270,1.4936831842167075e-12,-3.661928231797296e-10
37280,8.746234153238789e-13,-3.653181997644057e-10
37290,1.961781785914334e-12,-3.6335641797849135e-10
37300,1.6016658555165735e-12,-3.617547521229748e-10
37310,5.3854741341943167e-14,-3.6170089738163285e-10
37320,5.014264096068955e-13,-3.6119947097202596e-10
37330,-4.813351027703276e-13,-3.616808060747963e-10
37340,7.047087653758762e-13,-3.6097609730942045e-10
37350,1.0838404960591191e-12,-3.598922568133613e-10
37360,1.980647594311081e-12,-3.5791160921905025e-10
37370,1.7958472571941391e-12,-3.561157619618561e-10
37380,2.345722879413345e-12,-3.5377003908244275e-10
37390,2.2040766226593585e-12,-3.5156596245978337e-10
37400,-1.940717927751287e-13,-3.517600342525585e-10
37410,1.0043220680326736e-13,-3.516596020457552e-10
37420,1.0915139083468781e-12,-3.5056808813740834e-10
37430,1.813333576391455e-12,-3.487547545610169e-10
37440,1.4384000075972424e-12,-3.4731635455341965e-10
37450,1.4546260032037617e-12,-3.458617285502159e-10
37460,-2.4515534845588536e-13,-3.4610688389867176e-10
37470,1.7060478471573403e-12,-3.4440083605151444e-10
37480,1.2052776917715576e-12,-3.4319555835974286e-10
37490,1.3231817539243997e-12,-3.4187237660581845e-10
37500,-4.6837111941628435e-14,-3.419192137177601e-10
37510,8.034703692242247e-13,-3.411157433485359e-10
37520,1.0482325707666913e-12,-3.400675107777692e-10
37530,-2.871057360963141e-13,-3.4035461651386553e-10
37540,6.967562542931651e-13,-3.3965786025957235e-10
37550,-2.2262252704661527e-14,-3.39680122512277e-10
37560,-3.095836963201152e-13,-3.399897062085971e-10
37570,-4.735569453413427e-13,-3.404632631539385e-10
37580,-4.901588187146058e-13,-3.4095342197265307e-10
37590,-4.2835906014179634e-13,-3.4138178103279484e-10
37600,-1.4706565177888143e-13,-3.415288466845737e-10
37610,-2.833141088574437e-13,-3.4181216079343117e-10
37620,-4.495707084221285e-13,-3.422617315018533e-10
37630,5.920714345594005e-13,-3.416696600672939e-10
37640,-5.544880405266707e-13,-3.4222414810782054e-10
37650,-9.189096418285507e-13,-3.431430577496491e-10
37660,-8.713746571907906e-13,-3.440144324068399e-10
37670,-8.247131963841657e-13,-3.448391456032241e-10
37680,-3.7583184672040177e-13,-3.452149774499445e-10
37690,-4.622913890050469e-13,-3.456772688389495e-10
37700,-1.056143650651955e-12,-3.4673341248960146e-10
37710,-4.016471261555909e-13,-3.4713505961575705e-10
37720,-1.2739285690443468e-12,-3.484089881848014e-10
37730,-3.796153417451704e-13,-3.4878860352654657e-10
37740,-1.2339893713707527e-12,-3.500225928979173e-10
37750,9.425593452441376e-13,-3.490800335526732e-10
37760,-1.3970771742368466e-12,-3.5047711072691005e-10
37770,-1.27170259195886e-13,-3.5060428098610594e-10
37780,-1.1030223476275818e-12,-3.5170730333373353e-10
37790,1.1709518162779835e-12,-3.5053635151745553e-10
37800,-1.6575800970411608e-12,-3.521939316144967e-10
37810,-5.855220958687363e-13,-3.527794537103654e-10
37820,-2.037488406392757e-12,-3.5481694211675817e-10
37830,-8.702349784731845e-13,-3.5568717709523135e-10
37840,-1.6625130611245724e-12,-3.5734969015635593e-10
37850,-2.292557297224892e-13,-3.5757894588607843e-10
37860,-8.578912549644965e-13,-3.5843683714104294e-10
37870,-7.260239679669473e-13,-3.591628611090099e-10
37880,-2.068825775829526e-12,-3.612316868848394e-10
37890,-1.3500892843911408e-12,-3.6258177616923055e-10
37900,-1.7481575741511222e-13,-3.6275659192664567e-10
37910,-1.5765837841205032e-12,-3.6433317571076616e-10
37920,-1.7047861059135718e-12,-3.660379618166797e-10
37930,-1.4223491576280116e-12,-3.6746031097430774e-10
37940,-3.584579301486519e-13,-3.678187689044564e-10
37950,3.442980345784296e-13,-3.6747447086987795e-10
37960,-8.429693766682114e-13,-3.6831744024654614e-10
37970,-1.190708985024727e-12,-3.6950814923157085e-10
37980,-5.368918940109428e-13,-3.700450411255818e-10
37990,-5.654357161705938e-13,-3.706104768417524e-10
38000,-1.4925827676355695e-12,-3.7210305960938797e-10
38010,-1.6518155353569192e-12,-3.737548751447449e-10
38020,-1.844224268804522e-12,-3.755990994135494e-10
38030,-1.409132994443386e-12,-3.770082324079928e-10
38040,-1.3012971169730185e-13,-3.771383621196901e-10
38050,-1.696472969675493e-12,-3.788348350893656e-10
38060,3.0303856500317744e-13,-3.785317965243624e-10
38070,-4.743775808304865e-13,-3.790061741051929e-10
38080,-1.14712364350269e-12,-3.801532977486956e-10
38090,-1.1261292478781042e-12,-3.8127942699657373e-10
38100,1.3447206777290239e-12,-3.799347063188447e-10
38110,9.20051754686729e-13,-3.7901465456415794e-10
38120,1.9751097228306004e-13,-3.7881714359187487e-10
38130,-4.588304032866093e-13,-3.792759739951615e-10
38140,-1.4030935164963045e-12,-3.8067906751165777e-10
38150,-1.0100479989501476e-12,-3.8168911551060793e-10
38160,-1.26438812229863e-12,-3.8295350363290656e-10
38170,2.2312782326047673e-12,-3.807222254003018e-10
38180,2.0553942595389158e-12,-3.7866683114076286e-10
38190,1.1136936146874926e-12,-3.775531375260754e-10
38200,-5.911895710985613e-13,-3.7814432709717394e-10
38210,3.8767427889105573e-13,-3.777566528182829e-10
38220,1.9858048224386896e-12,-3.757708479958442e-10
38230,5.200522011489558e-13,-3.7525079579469526e-10
38240,1.872679854741556e-12,-3.733781159399537e-10
38250,2.3277470731024985e-12,-3.710503688668512e-10
38260,2.637764402196921e-12,-3.684126044646543e-10
38270,3.07236517075676e-12,-3.653402392938975e-10
38280,3.056406827873168e-12,-3.6228383246602436e-10
38290,2.392846077520461e-12,-3.598909863885039e-10
38300,2.906710449959029e-12,-3.569842759385449e-10
38310,2.5179944927128397e-12,-3.5446628144583203e-10
38320,1.5497264310890054e-12,-3.52916555014743e-10
38330,1.5275596555221816e-12,-3.5138899535922085e-10
38340,2.381903482151847e-12,-3.49007091877069e-10
38350,2.387484217772409e-12,-3.466196076592966e-10
38360,1.840186103516617e-12,-3.4477942155578e-10
38370,1.3507129341954485e-12,-3.4342870862158454e-10
38380,2.3222544355844107e-12,-3.4110645418600015e-10
38390,-2.947342682452828e-12,-3.4405379686845295e-10
38400,-1.3254952976903618e-12,-3.4537929216614334e-10
38410,-1.5199521799005528e-13,-3.455312873841334e-10
38420,2.0250832263403435e-12,-3.4350620415779307e-10
38430,1.6107706292524456e-12,-3.418954335285406e-10
38440,1.6254518418032471e-12,-3.4026998168673735e-10
38450,-1.3455670635909541e-12,-3.416155487503283e-10
38460,1.2842687112471732e-12,-3.403312800390811e-10
38470,-4.6450031468970406e-14,-3.4037773007055007e-10
38480,-5.203099098844571e-13,-3.4089803998043453e-10
38490,2.588630571781445e-13,-3.4063917692325636e-10
38500,-2.1914504065375028e-13,-3.408583219639101e-10
38510,-5.36999513476337e-13,-3.4139532147738647e-10
38520,9.357543783574223e-14,-3.413017460395507e-10
38530,-3.2076753065667547e-13,-3.416225135702074e-10
38540,7.060089435352239e-13,-3.409165046266722e-10
38550,-9.10378819125354e-13,-3.4182688344579755e-10
38560,-9.039181757932844e-13,-3.427308016215908e-10
38570,-2.653486184313072e-13,-3.4299615024002214e-10
38580,2.200298915695614e-13,-3.427761203484526e-10
38590,-9.175046298571657e-13,-3.4369362497830977e-10
38600,-9.7245807442702e-13,-3.446660830527368e-10
38610,-1.520045167885462e-12,-3.4618612822062226e-10
38620,-1.7694915893238485e-12,-3.479556198099461e-10
38630,1.2503687776555242e-12,-3.4670525103229056e-10
38640,-1.0758885635374113e-12,-3.47781139595828e-10
38650,-1.2093461994551211e-12,-3.489904857952831e-10
38660,-5.65106099344512e-13,-3.4955559189462765e-10
38670,1.0924528381514288e-12,-3.484631390564762e-10
38680,-1.2845458407238922e-12,-3.497476848972001e-10
38690,-1.5610469909025222e-12,-3.5130873188810264e-10
38700,-1.339778779447668e-12,-3.526485106675503e-10
38710,3.725162560085373e-13,-3.522759944115418e-10
38720,-1.796871087839816e-12,-3.540728654993816e-10
38730,-1.7872429042522911e-13,-3.5425158978980683e-10
38740,-1.7866573050974745e-12,-3.560382470949043e-10
38750,-9.480242850154636e-13,-3.5698627137991976e-10
38760,-1.8601627090126723e-12,-3.588464340889324e-10
38770,-8.373942859707955e-13,-3.5968382837490323e-10
38780,-4.052592809600587e-14,-3.5972435430299925e-10
38790,-1.687044620047097e-12,-3.6141139892304634e-10
38800,-1.9019464346118387e-12,-3.633133453576582e-10
38810,-1.5707868294683348e-12,-3.648841321871265e-10
38820,6.684686513259102e-14,-3.6481728532199395e-10
38830,-5.514377111117608e-13,-3.653687230331057e-10
38840,-1.2738473170227507e-12,-3.6664257035012845e-10
38850,1.4215161722920502e-12,-3.652210541778364e-10
38860,1.6301196838426948e-12,-3.635909344939937e-10
38870,2.886996906792048e-13,-3.6330223480331445e-10
38880,-1.0517649963115628e-13,-3.634074113029456e-10
38890,5.994601358521707e-14,-3.633474652893604e-10
38900,1.5235602635294325e-12,-3.6182390502583096e-10
38910,1.259738071979467e-12,-3.605641669538515e-10
38920,-1.0734564029163415e-12,-3.6163762335676784e-10
38930,-7.774733547114131e-13,-3.6241509671147923e-10
38940,-1.0776455109597819e-13,-3.625228612625752e-10
38950,-5.615454005776901e-13,-3.630844066631529e-10
38960,-6.527196337766319e-13,-3.6373712629692955e-10
38970,3.1901211058624483e-13,-3.6341811418634333e-10
38980,4.558178123896216e-13,-3.629622963739537e-10
38990,-1.1935464781929209e-12,-3.641558428521466e-10
39000,-1.1004906796017092e-12,-3.652563335317483e-10
39010,-3.663810272367199e-13,-3.65622714558985e-10
39020,8.296729087451282e-13,-3.647930416502399e-10
39030,2.603332050578913e-13,-3.64532708445182e-10
39040,-7.586104273371325e-13,-3.6529131887251914e-10
39050,3.0020564404196896e-13,-3.6499111322847717e-10
39060,-1.373587891959197e-12,-3.6636470112043637e-10
39070,-1.2417720654692784e-12,-3.6760647318590565e-10
39080,-1.914975190933681e-12,-3.6952144837683933e-10
39090,-1.765731459440694e-12,-3.7128717983628004e-10
39100,-3.956754608722711e-13,-3.7168285529715233e-10
39110,1.5635476587305062e-12,-3.7011930763842183e-10
39120,-4.3718542038317407e-13,-3.70556493058805e-10
39130,-1.81259233759538e-12,-3.723690853964004e-10
39140,-2.091164863245646e-12,-3.7446025025964604e-10
39150,-3.1555698645478444e-13,-3.7477580724610085e-10
39160,-2.2975451723039672e-12,-3.770733524184048e-10
39170,-2.018980617099646e-12,-3.7909233303550446e-10
39180,-1.0255903644280167e-12,-3.8011792339993247e-10
39190,-4.911015990796539e-13,-3.8060902499901213e-10
39200,-1.0680952965072214e-12,-3.8167712029551933e-10
39210,-1.5601688210252842e-12,-3.832372891165446e-10
39220,1.9521703067668548e-13,-3.830420720858679e-10
39230,6.941157671399131e-13,-3.82347956318728e-10
39240,2.022747301438903e-13,-3.8214568158858414e-10
39250,-1.275373403269024e-12,-3.8342105499185315e-10
39260,-5.573293534827335e-13,-3.8397838434533586e-10
39270,-1.4661003403183234e-13,-3.841249943793677e-10
39280,3.573382720364241e-13,-3.837676561073313e-10
39290,-1.4500867623200057e-12,-3.852177428696513e-10
39300,-1.1569487687001609e-12,-3.863746916383515e-10
39310,-1.6689464318424704e-12,-3.8804363807019396e-10
39320,-1.0683375529156009e-12,-3.8911197562310954e-10
39330,-1.0876833066133883e-12,-3.9019965892972294e-10
39340,1.007706703536053e-13,-3.900988882593693e-10
39350,8.347832808622319e-14,-3.900154099312831e-10
39360,-1.2202118762287138e-12,-3.912356218075118e-10
39370,-1.7927243110354506e-12,-3.930283461185473e-10
39380,-1.871063000612867e-12,-3.9489940911916014e-10
39390,-1.7865031899370824e-12,-3.966859123090972e-10
39400,-1.0613461705182009e-12,-3.977472584796154e-10
39410,-1.5511271301137417e-12,-3.9929838560972915e-10
39420,-1.652683000018288e-12,-4.009510686097474e-10
39430,-8.218220492268284e-13,-4.0177289065897426e-10
39440,5.55574945744999e-13,-4.0121731571322926e-10
39450,-1.666943748406733e-12,-4.0288425946163597e-10
39460,-1.7457441112878082e-12,-4.0463000357292376e-10
39470,-1.5718334038361051e-12,-4.0620183697675984e-10
39480,-1.1415893818805536e-12,-4.073434263586404e-10
39490,-1.5441497624722657e-12,-4.0888757612111265e-10
39500,-1.6176062907870171e-12,-4.105051824118997e-10
39510,-4.1964232165961986e-13,-4.109248247335593e-10
39520,-1.5257101546738252e-12,-4.1245053488823313e-10
39530,-1.7148939583057644e-12,-4.141654288465389e-10
39540,-1.4498347791674428e-12,-4.1561526362570637e-10
39550,-1.6734662279825534e-12,-4.172887298536889e-10
39560,-2.0639043179132818e-12,-4.193526341716022e-10
39570,9.061619301340683e-13,-4.1844647224146815e-10
39580,1.0542953752476582e-12,-4.173921768662205e-10
39590,1.5492717516121002e-12,-4.158429051146084e-10
39600,2.249891838579912e-12,-4.135930132760285e-10
39610,-1.7079734577258732e-12,-4.153009867337544e-10
39620,-9.79688177476107e-13,-4.162806749112305e-10
39630,1.038271120237678e-12,-4.152424037909928e-10
39640,2.0679980130230715e-12,-4.1317440577796973e-10
39650,-5.521204637174366e-13,-4.137265262416872e-10
39660,-1.902924316358236e-12,-4.1562945055804543e-10
39670,-1.557885757951436e-13,-4.157852391338406e-10
39680,-7.361300377929388e-13,-4.165213691716335e-10
39690,-1.1848008382109008e-12,-4.177061700098444e-10
39700,-5.535610902335091e-13,-4.182597311000779e-10
39710,7.434890814592863e-14,-4.1818538219193197e-10
39720,-1.6262472554420486e-12,-4.19811629447374e-10
39730,-1.4031379867237278e-12,-4.212147674340977e-10
39740,-1.3790214196564265e-12,-4.2259378885375413e-10
39750,-3.646678580686039e-13,-4.229584567118227e-10
39760,-1.3438019824250092e-13,-4.2309283691006524e-10
39770,-5.781140416047065e-13,-4.2367095095166994e-10
39780,-1.2029428980854674e-12,-4.248738938497554e-10
39790,-2.6824501232742313e-13,-4.251421388620828e-10
39800,1.2500827351348318e-12,-4.2389205612694795e-10
39810,-1.141886985010309e-12,-4.2503394311195826e-10
39820,-1.5693131889001685e-12,-4.2660325630085843e-10
39830,-1.3988425777673366e-12,-4.2800209887862575e-10
39840,-5.978611863447387e-13,-4.2859996006497046e-10
39850,-2.258693839996569e-12,-4.3085865390496704e-10
39860,-2.4564251990708774e-12,-4.3331507910403794e-10
39870,-6.205602178136519e-13,-4.339356393218516e-10
39880,-2.456283514725672e-12,-4.3639192283657727e-10
39890,-1.6749800629140958e-12,-4.3806690289949135e-10
39900,-1.8142238247281879e-12,-4.3988112672421956e-10
39910,-1.8577289635660365e-12,-4.417388556877856e-10
39920,-1.1304815388641338e-12,-4.4286933722664973e-10
39930,-9.191910648565009e-13,-4.437885282915062e-10
39940,-7.974492427080974e-13,-4.445859775342143e-10
39950,4.952952135829697e-13,-4.440906823206313e-10
39960,-2.775244949126366e-13,-4.4436820681554394e-10
39970,-8.514331708092359e-13,-4.4521963998635316e-10
39980,-1.0239557090265423e-12,-4.462435956953797e-10
39990,-1.2920627391492103e-12,-4.4753565843452894e-10
40000,2.7542187946943343e-13,-4.472602365550595e-10
40010,-5.629729722409379e-13,-4.4782320952730044e-10
40020,-1.1315291356563934e-12,-4.4895473866295685e-10
40030,-1.3209201453151631e-12,-4.50275658808272e-10
40040,-1.0136161096052758e-12,-4.512892749178773e-10
40050,-2.527446933453434e-12,-4.538167218513307e-10
40060,-2.021415410095781e-12,-4.558381372614265e-10
40070,-1.7361880842001992e-12,-4.575743253456267e-10
40080,-9.804786754203486e-13,-4.5855480402104703e-10
40090,-2.652478722939243e-12,-4.6120728274398627e-10
40100,-2.5548452165997174e-12,-4.63762127960586e-10
40110,-2.6766041419241934e-12,-4.664387321025101e-10
40120,-1.8326995989191038e-12,-4.682714317014292e-10
40130,-1.488500557222007e-12,-4.697599322586512e-10
40140,-1.4933204517039008e-12,-4.712532527103551e-10
40150,-1.0567128759498605e-12,-4.723099655863049e-10
40160,4.663337270249165e-13,-4.718436318592801e-10
40170,-1.243526947449192e-12,-4.730871588067292e-10
40180,-1.846159706462177e-12,-4.749333185131914e-10
40190,-1.7190261756387601e-12,-4.766523446888302e-10
40200,-1.8178126457197093e-12,-4.784701573345498e-10
40210,-1.2648807277361155e-12,-4.79735038062286e-10
40220,-1.0941305826292975e-12,-4.808291686449152e-10
40230,-2.3794574989915907e-12,-4.832086261439068e-10
40240,-1.8205342148643844e-12,-4.850291603587712e-10
40250,-1.9745908260559405e-12,-4.870037511848272e-10
40260,-1.20364334845718e-12,-4.882073945332843e-10
40270,-1.3646544158828445e-12,-4.895720489491671e-10
40280,5.877186233483551e-13,-4.889843303258187e-10
40290,-1.4006185569125984e-13,-4.8912439218151e-10
40300,-1.6243829261232794e-13,-4.892868304741223e-10
40310,-5.532915179160867e-13,-4.898401219920383e-10
40320,-2.4813944037455155e-13,-4.900882614324129e-10
40330,4.746608128925123e-13,-4.896136006195204e-10
40340,-5.645174844332259e-13,-4.901781181039536e-10
40350,-4.575531816069115e-13,-4.906356712855605e-10
40360,1.9864188960571268e-13,-4.904370293959548e-10
40370,-6.323623387734523e-13,-4.910693917347282e-10
40380,-7.985986151893961e-14,-4.911492515962472e-10
40390,-1.2968290183704658e-13,-4.912789344980843e-10
40400,-1.727326544349824e-13,-4.914516671525192e-10
40410,1.3393526575425432e-13,-4.91317731886765e-10
40420,-9.733112559666128e-13,-4.922910431427316e-10
40430,-9.65088788962977e-13,-4.932561319316947e-10
40440,-6.831703349571658e-13,-4.939393022666518e-10
40450,3.8888212804873133e-13,-4.935504201386031e-10
40460,-1.0150402279805115e-12,-4.945654603665836e-10
40470,-1.1294498377418137e-12,-4.956949102043254e-10
40480,-5.448090283489096e-13,-4.962397192326743e-10
40490,-4.557694963864735e-13,-4.966954887290608e-10
40500,-1.516325912319098e-12,-4.982118146413799e-10
40510,-1.6588903145505127e-12,-4.998707049559304e-10
40520,-1.7745912388657842e-12,-5.016452961947962e-10
40530,-1.518736595580136e-12,-5.031640327903763e-10
40540,-1.8990942399081467e-12,-5.050631270302845e-10
40550,2.494845304183736e-13,-5.048136424998661e-10
40560,-4.213738967160837e-13,-5.052350163965822e-10
40570,2.372667701387249e-13,-5.049977496264435e-10
40580,-1.1832030869220033e-12,-5.061809527133655e-10
40590,-1.7974495273162193e-12,-5.079784022406818e-10
40600,-2.4386463084660488e-12,-5.104170485491478e-10
